CustomerID,Title,FirstName,MiddleName,LastName,Suffix,AddressLine1,AddressLine2,City,StateProvinceName,CountryRegionName,PostalCode,PhoneNumber,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,LastUpdated,BikeBuyer,AvgMonthSpend,BikeBuyerText
22496,nan,Christina,W,Brooks,nan,9430VersaillesPl,nan,Cheltenham,England,UnitedKingdom,GL50,1.11501E+12,1.98403E+13,Bachelors,Clerical,F,M,1,1,0,1,80299,2.01703E+13,0,5051,NO
26536,nan,Katherine,nan,Thomas,nan,5840DeltaFairBlvd,nan,Glendale,California,UnitedStates,91203,1125550159,1.9871E+13,Bachelors,SkilledManual,F,S,0,2,0,0,55465,2.01703E+13,0,4976,NO
29155,nan,Gabriella,L,Kelly,nan,9389RaceCourt,nan,Puyallup,Washington,UnitedStates,98371,9635550150,1.9871E+13,PartialCollege,SkilledManual,F,S,0,2,0,0,51001,2.01703E+13,0,475,NO
14917,nan,Adrian,nan,Morgan,nan,4246SelenaCourt,nan,Puyallup,Washington,UnitedStates,98371,4735550113,1.97801E+13,GraduateDegree,SkilledManual,M,M,1,1,0,2,57756,2.01703E+13,0,5228,NO
28079,nan,Haley,B,Phillips,nan,6842FernwoodDrive,nan,Shawnee,BritishColumbia,Canada,V8Z4N5,3375550113,1.98803E+13,PartialCollege,SkilledManual,F,M,0,0,0,2,52727,2.01703E+13,0,4864,NO
19033,nan,Omar,nan,Lin,nan,57ruedelaComcdie,nan,Paris,SeineParis,France,75017,1.11501E+12,1.97609E+13,PartialCollege,SkilledManual,M,S,1,1,0,0,61364,2.01703E+13,1,5662,YES
11782,nan,Barbara,K,Jai,nan,9834Hamlet,nan,Burbank,California,UnitedStates,91502,3615550177,1.99103E+13,GraduateDegree,SkilledManual,F,M,0,0,0,1,53931,2.01703E+13,1,4885,YES
19664,nan,Ethan,A,Alexander,nan,4038ElkDr,nan,Portland,Oregon,UnitedStates,97205,9975550118,1.98807E+13,Bachelors,SkilledManual,M,S,0,0,0,0,55876,2.01703E+13,0,4965,NO
28714,nan,Arturo,nan,Gao,nan,4351CharlotteAve,nan,Sunbury,Victoria,Australia,3429,1.11501E+12,1.98606E+13,Bachelors,Clerical,M,S,0,2,0,0,80527,2.01703E+13,1,5903,YES
11991,nan,Frederick,nan,Martinez,nan,3410HemlockAve,nan,MilsonsPoint,NewSouthWales,Australia,2061,1.11501E+12,1.98208E+13,Bachelors,Management,M,M,1,1,1,2,110377,2.01703E+13,1,5144,YES
25534,nan,Casey,nan,Sanz,nan,12rueDescartes,nan,Metz,Moselle,France,57000,1.11501E+12,1.95509E+13,GraduateDegree,SkilledManual,M,M,1,1,1,2,60008,2.01703E+13,1,4953,YES
12558,nan,Amanda,nan,Evans,nan,PariseStraue1551,nan,Bottrop,NordrheinWestfalen,Germany,46236,1.11501E+12,1.96009E+13,Bachelors,Clerical,F,M,1,1,1,2,84990,2.01703E+13,1,5282,YES
11123,nan,Philip,A,Alvarez,nan,2775MtOlivetPl,nan,Sunbury,Victoria,Australia,3429,1.11501E+12,1.98006E+13,PartialCollege,Manual,M,M,1,1,1,1,32785,2.01703E+13,0,5842,NO
21450,nan,Nathan,nan,Bryant,nan,7111Stinson,UnitE,Vancouver,BritishColumbia,Canada,V7L4J4,1615550172,1.96402E+13,HighSchool,Clerical,M,M,1,2,2,2,80126,2.01703E+13,1,5409,YES
26392,nan,Kelli,nan,Rai,nan,RSSuscherweg675,nan,Monchen,Hessen,Germany,80074,1.11501E+12,1.96402E+13,GraduateDegree,Professional,F,S,1,2,0,1,137737,2.01703E+13,0,5254,NO
13522,nan,Logan,nan,Taylor,nan,988MtEverestCourt,nan,Geelong,Victoria,Australia,3220,1.11501E+12,1.99711E+13,HighSchool,Manual,M,S,0,0,0,0,32181,2.01703E+13,1,4995,YES
16808,nan,Jessica,R,Long,nan,6566JamieWay,nan,LincolnAcres,California,UnitedStates,91950,6745550195,1.9701E+13,PartialCollege,Clerical,F,M,1,1,1,2,82516,2.01703E+13,0,5374,NO
26880,nan,Heather,nan,Xu,nan,Rykestr5,nan,Dresden,Hessen,Germany,1071,1.11501E+12,1.99602E+13,HighSchool,SkilledManual,F,S,0,0,0,0,58865,2.01703E+13,0,4785,NO
28287,nan,Lauren,M,Bennett,nan,9687ShakespeareDrive,nan,Concord,California,UnitedStates,94519,2875550119,1.98005E+13,PartialCollege,SkilledManual,F,M,1,1,0,2,52180,2.01703E+13,1,4808,YES
27030,nan,Jan,M,Gray,nan,4663GlensideCt,nan,Seattle,Washington,UnitedStates,98104,4605550194,1.97505E+13,HighSchool,Clerical,F,S,1,2,0,0,78428,2.01703E+13,0,5201,NO
17046,nan,Preston,D,Sai,nan,4091HillMeadowPl,nan,Newcastle,NewSouthWales,Australia,2300,1.11501E+12,1.98909E+13,GraduateDegree,SkilledManual,M,M,0,1,0,2,57464,2.01703E+13,0,4855,NO
15440,nan,Jon,H,Pal,nan,8837AlmondAvenue,nan,Berkshire,England,UnitedKingdom,RG115TP,1.11501E+12,1.99403E+13,GraduateDegree,Professional,M,M,1,2,0,0,134699,2.01703E+13,1,5244,YES
11568,nan,Alexia,nan,Foster,nan,7246GloriaTerr,nan,Cheltenham,England,UnitedKingdom,GL50,1.11501E+12,1.9861E+13,HighSchool,Clerical,F,S,0,2,0,0,83529,2.01703E+13,1,5139,YES
12207,nan,Samuel,J,Hill,nan,1637KingstonPl,nan,Issaquah,Washington,UnitedStates,98027,1255550172,1.96006E+13,Bachelors,Clerical,M,S,1,1,0,1,80504,2.01703E+13,0,5105,NO
27576,nan,Caroline,nan,Gonzales,nan,2562MeadowbrookDrive,nan,Milwaukie,Oregon,UnitedStates,97222,6025550120,1.97809E+13,Bachelors,Management,F,M,1,0,1,2,109502,2.01703E+13,1,5476,YES
16289,nan,Julie,nan,Pal,nan,2ruedesVendangeurs,nan,SaintOuen,CharenteMaritime,France,17490,1.11501E+12,1.98509E+13,PartialCollege,SkilledManual,F,S,0,0,0,0,53430,2.01703E+13,1,4921,YES
24028,nan,Adam,nan,Hayes,nan,376ruedeTerreNeuve,nan,Versailles,Yveline,France,78000,1.11501E+12,1.99012E+13,PartialCollege,Manual,M,S,0,1,0,0,35886,2.01703E+13,0,4608,NO
26970,nan,Kara,D,Rai,nan,4296MountairePkwy,nan,Bury,England,UnitedKingdom,PE17,1.11501E+12,1.99311E+13,PartialHighSchool,SkilledManual,F,S,0,0,0,0,56962,2.01703E+13,1,5002,YES
14267,nan,Lauren,I,Wood,nan,7511CooperDr,nan,Corvallis,Oregon,UnitedStates,97330,3815550117,1.99509E+13,PartialCollege,SkilledManual,F,S,0,0,0,0,55539,2.01703E+13,0,523,NO
17820,nan,Emma,L,Morris,nan,6999SalemSt,nan,Peterborough,England,UnitedKingdom,PB12,1.11501E+12,1.98511E+13,Bachelors,Management,F,M,1,3,1,2,104496,2.01703E+13,1,5214,YES
19556,nan,Shawna,C,Andersen,nan,5165CambridgeDrive,nan,Bendigo,Victoria,Australia,3550,1.11501E+12,1.98907E+13,GraduateDegree,SkilledManual,F,M,0,1,1,1,61215,2.01703E+13,1,5221,YES
28815,nan,Lauren,T,James,nan,2313PastelDrive,nan,Torrance,California,UnitedStates,90505,2445550142,1.99104E+13,GraduateDegree,Professional,F,M,1,1,0,1,132175,2.01703E+13,1,5234,YES
22428,nan,Destiny,nan,Smith,nan,9643WillowPassRoad,nan,York,England,UnitedKingdom,YO15,1.11501E+12,1.98009E+13,Bachelors,SkilledManual,F,S,0,1,0,0,62021,2.01703E+13,0,5272,NO
16768,nan,Eduardo,R,Barnes,nan,899ParkBlvd,nan,Concord,California,UnitedStates,94519,1625550149,1.99307E+13,GraduateDegree,Management,M,M,1,0,0,0,109981,2.01703E+13,1,505,YES
24871,nan,Kelsey,J,Luo,nan,935rueMazagran,nan,Cergy,Vald'Oise,France,95000,1.11501E+12,1.97005E+13,HighSchool,SkilledManual,F,S,1,1,0,0,52118,2.01703E+13,0,4879,NO
15905,nan,Taylor,nan,Taylor,nan,613LakehurstDr,nan,Langley,BritishColumbia,Canada,V3A4R2,1875550152,1.97104E+13,HighSchool,SkilledManual,F,S,1,1,0,0,52318,2.01703E+13,0,5022,NO
17594,nan,Michelle,A,Cook,nan,1897NorthridgeRoad,nan,Lakewood,California,UnitedStates,90712,2365550189,1.99011E+13,GraduateDegree,Professional,F,M,1,2,0,0,128445,2.01703E+13,1,5111,YES
22694,nan,Molly,N,Kapoor,nan,WestheimerStraue9,nan,Duesseldorf,Hessen,Germany,40434,1.11501E+12,1.99801E+13,PartialCollege,Manual,F,S,0,0,0,0,31287,2.01703E+13,1,5021,YES
11291,nan,Jenna,nan,Wright,nan,232PinnacleDrive,nan,LemonGrove,California,UnitedStates,91945,1185550191,1.98105E+13,Bachelors,Management,F,M,1,1,0,1,109121,2.01703E+13,0,5128,NO
11600,nan,Linda,D,Rubio,nan,2616ruedeLinois,nan,Srvres,HautsdeSeine,France,92310,1.11501E+12,1.99704E+13,PartialCollege,Manual,F,S,0,1,0,0,35475,2.01703E+13,0,4929,NO
17903,nan,Bethany,C,Shen,nan,6478Fenway,nan,Birmingham,England,UnitedKingdom,B296SL,1.11501E+12,1.96202E+13,Bachelors,Clerical,F,M,1,1,2,3,82194,2.01703E+13,0,5444,NO
20227,nan,Louis,K,Zhang,nan,5099ParkLaneCircle,nan,Silverwater,NewSouthWales,Australia,2264,1.11501E+12,1.98611E+13,Bachelors,SkilledManual,M,M,1,2,1,2,58846,2.01703E+13,1,6232,YES
16993,nan,Russell,A,Rai,nan,1442HillTopRd,nan,Beaverton,Oregon,UnitedStates,97005,1465550117,1.98408E+13,Bachelors,Management,M,M,1,1,0,1,105896,2.01703E+13,1,5569,YES
17872,nan,Robert,M,Miller,nan,2457SierraSt,nan,Issaquah,Washington,UnitedStates,98027,3445550197,1.99109E+13,GraduateDegree,Manual,M,M,0,1,1,2,30068,2.01703E+13,1,4761,YES
17909,nan,Joanna,nan,Ortega,nan,3076MontiDr,nan,Newcastle,NewSouthWales,Australia,2300,1.11501E+12,1.99705E+13,HighSchool,Clerical,F,S,0,2,0,0,83160,2.01703E+13,1,5416,YES
16722,nan,Sean,L,Gray,nan,5694CDelRioCircle,nan,Puyallup,Washington,UnitedStates,98371,9775550178,2.00006E+13,HighSchool,SkilledManual,M,S,0,0,0,0,60670,2.01703E+13,1,5123,YES
20368,nan,Thomas,J,Jackson,nan,5785LislinCt,nan,SpringValley,California,UnitedStates,91977,3325550140,1.97409E+13,PartialHighSchool,Manual,M,S,0,0,0,0,33289,2.01703E+13,0,5336,NO
26653,nan,Kaylee,nan,Allen,nan,377TreesDrive,nan,CoffsHarbour,NewSouthWales,Australia,2450,1.11501E+12,1.98909E+13,GraduateDegree,Clerical,F,M,1,2,1,1,77990,2.01703E+13,1,5182,YES
23502,nan,Logan,nan,Lopez,nan,6302PinewoodCourt,nan,LosAngeles,California,UnitedStates,90012,3175550150,1.95609E+13,GraduateDegree,Clerical,M,M,1,3,0,3,81976,2.01703E+13,1,4967,YES
22238,nan,Alex,nan,Murphy,nan,7114CeemarCourt,nan,Lebanon,Oregon,UnitedStates,97355,4135550110,1.99011E+13,Bachelors,Manual,M,M,0,1,0,1,36083,2.01703E+13,1,4729,YES
14224,nan,Tamara,M,She,nan,5002StarflowerDr,nan,LaneCove,NewSouthWales,Australia,1597,1.11501E+12,1.99309E+13,PartialCollege,Clerical,F,S,0,0,0,0,84931,2.01703E+13,1,4955,YES
24818,nan,Diane,nan,Rubio,nan,3725OdinDr,nan,Burien,Washington,UnitedStates,98168,5305550199,1.98903E+13,GraduateDegree,Management,F,M,1,1,1,1,110813,2.01703E+13,1,5238,YES
22588,nan,Teresa,D,Martin,nan,9608GrammercyLane,nan,Gloucestershire,England,UnitedKingdom,GL71RY,1.11501E+12,1.9801E+13,PartialCollege,Manual,F,S,0,1,0,0,31763,2.01703E+13,0,4937,NO
24542,nan,Arturo,W,Liang,nan,1359avenuedelY=Europe,nan,Paris,SeineParis,France,75005,1.11501E+12,1.97508E+13,HighSchool,SkilledManual,M,S,1,1,0,0,62201,2.01703E+13,0,604,NO
24784,nan,Megan,nan,Kelly,nan,9906OakGroveRoad,nan,LemonGrove,California,UnitedStates,91945,1195550176,1.99205E+13,GraduateDegree,Clerical,F,S,0,0,0,0,76679,2.01703E+13,1,5107,YES
15454,nan,Ian,K,Bennett,nan,AufdemUfer664,nan,Werne,NordrheinWestfalen,Germany,59368,1.11501E+12,1.97509E+13,Bachelors,Clerical,M,M,1,2,1,2,83855,2.01703E+13,1,6066,YES
16265,nan,Julie,nan,Goel,nan,48rueMontcalm,nan,Bobigny,SeineSaintDenis,France,93000,1.11501E+12,1.98606E+13,Bachelors,Management,F,M,1,3,0,0,109113,2.01703E+13,1,5083,YES
16453,nan,Mayra,nan,Chandra,nan,8614LagoonCourt,nan,Warrington,England,UnitedKingdom,WA1,1.11501E+12,1.99704E+13,PartialCollege,SkilledManual,F,S,0,2,0,0,58898,2.01703E+13,0,5324,NO
25771,nan,Gabriella,nan,Rivera,nan,Bundesallee4442,nan,Hamburg,Hamburg,Germany,20354,1.11501E+12,1.97604E+13,HighSchool,Manual,F,S,0,1,0,0,30892,2.01703E+13,0,5017,NO
17534,nan,Robert,S,Griffin,nan,4666YellowoodLane,nan,Bellingham,Washington,UnitedStates,98225,6845550160,1.98512E+13,PartialCollege,Clerical,M,S,0,2,0,0,79044,2.01703E+13,0,5567,NO
11181,nan,Devin,P,Martin,nan,1085GreenbeltWay,UnitB105,LosAngeles,California,UnitedStates,90012,7355550197,1.96308E+13,GraduateDegree,Clerical,M,M,1,1,1,2,77843,2.01703E+13,1,5356,YES
16339,nan,Seth,A,Davis,nan,5118ColoradoDr,nan,Townsville,Queensland,Australia,4810,1.11501E+12,1.97005E+13,PartialCollege,Clerical,M,M,1,0,1,2,84801,2.01703E+13,1,5238,YES
14359,nan,Eduardo,R,Henderson,nan,9754Olivera,nan,Metchosin,BritishColumbia,Canada,V9,9115550117,1.98811E+13,Bachelors,SkilledManual,M,M,0,2,0,2,57494,2.01703E+13,1,4929,YES
15460,nan,Bethany,nan,Nara,nan,AmKarlshof6200,nan,Poing,Saarland,Germany,66041,1.11501E+12,1.96202E+13,PartialCollege,Manual,F,M,1,0,2,2,26506,2.01703E+13,0,4958,NO
24537,nan,Cynthia,nan,Saunders,nan,528WalterWay,nan,London,England,UnitedKingdom,W1N9FA,1.11501E+12,1.97706E+13,HighSchool,SkilledManual,F,S,1,1,0,0,57553,2.01703E+13,0,514,NO
18412,nan,Mary,nan,Parker,nan,4080MendocinoDr,nan,ElCajon,California,UnitedStates,92020,2835550196,1.97503E+13,HighSchool,Manual,F,S,0,0,0,0,32532,2.01703E+13,1,4906,YES
27620,nan,Nicole,A,Hughes,nan,9472JulietCourt,nan,Colma,California,UnitedStates,94014,4705550112,1.98409E+13,GraduateDegree,Management,F,S,1,1,0,0,106704,2.01703E+13,0,5498,NO
27006,nan,Shane,nan,Madan,nan,95avenuedesTernes,nan,Colombes,HautsdeSeine,France,92700,1.11501E+12,1.99103E+13,HighSchool,SkilledManual,M,S,0,1,0,0,55736,2.01703E+13,1,5105,YES
20025,nan,Bryce,O,Bell,nan,475GrantSt,nan,Everett,Washington,UnitedStates,98201,2035550116,1.98409E+13,Bachelors,Management,M,S,1,1,0,0,110688,2.01703E+13,0,5655,NO
25079,nan,Riley,nan,Perry,nan,4512MSt,nan,PortOrchard,Washington,UnitedStates,98366,1885550186,1.98206E+13,Bachelors,SkilledManual,F,S,0,2,0,0,54134,2.01703E+13,1,531,YES
23334,nan,Brandon,nan,Wilson,nan,5034LiveOakAve,nan,Marysville,Washington,UnitedStates,98270,4685550188,1.99506E+13,HighSchool,Clerical,M,S,0,0,0,0,82666,2.01703E+13,1,535,YES
25083,nan,Omar,nan,Gao,nan,6387TanagerRoad,nan,Berkeley,California,UnitedStates,94704,9195550152,1.98106E+13,HighSchool,SkilledManual,M,M,1,2,2,2,55550,2.01703E+13,1,5567,YES
26354,nan,Nelson,nan,Serrano,nan,Conesweg9,nan,Monchen,Hamburg,Germany,80074,1.11501E+12,1.98806E+13,GraduateDegree,Clerical,M,S,0,2,0,0,85764,2.01703E+13,0,5166,NO
15172,nan,Alexandra,K,Hill,nan,74JamieWay,nan,Vancouver,BritishColumbia,Canada,V7L4J4,1725550157,1.99502E+13,PartialCollege,SkilledManual,F,S,0,0,0,0,60376,2.01703E+13,0,5252,NO
24968,nan,Dalton,L,Moore,nan,363StPaulWay,nan,Portland,Oregon,UnitedStates,97205,2185550142,1.96802E+13,PartialCollege,Clerical,M,M,1,1,0,2,82063,2.01703E+13,0,4978,NO
11718,nan,Sarah,T,Jones,nan,2935PineCreekWay,nan,OregonCity,Oregon,UnitedStates,97045,5855550177,1.98111E+13,PartialCollege,Manual,F,M,1,0,1,1,25959,2.01703E+13,0,4526,NO
24069,nan,Jessie,nan,Chen,nan,1065AlmondSt,nan,Maidenhead,England,UnitedKingdom,SL67RJ,1.11501E+12,1.98704E+13,Bachelors,SkilledManual,M,M,1,1,1,1,55880,2.01703E+13,1,4842,YES
24348,nan,Ruben,K,Gomez,nan,2033WoodburyPlace,nan,Concord,California,UnitedStates,94519,9305550177,1.98709E+13,GraduateDegree,SkilledManual,M,S,0,2,0,0,52572,2.01703E+13,1,5205,YES
20885,nan,Terry,nan,Xie,nan,9212TupeloDrive,nan,Liverpool,England,UnitedKingdom,L44HB,1.11501E+12,1.98709E+13,Bachelors,Management,M,S,1,3,0,0,106436,2.01703E+13,1,5314,YES
11765,nan,Marc,nan,Torres,nan,1439NMichellCanyonRoad,nan,NorthRyde,NewSouthWales,Australia,2113,1.11501E+12,1.9861E+13,Bachelors,Management,M,M,1,2,0,0,103057,2.01703E+13,1,5755,YES
12548,nan,Alexandra,nan,Collins,nan,Pflugstr85,nan,Bottrop,NordrheinWestfalen,Germany,46236,1.11501E+12,1.97502E+13,PartialCollege,Clerical,F,S,1,0,0,0,79657,2.01703E+13,1,5352,YES
14829,nan,Gina,nan,Vazquez,nan,58ruedesBerges,nan,LesUlis,Essonne,France,91940,1.11501E+12,1.99801E+13,PartialCollege,Manual,F,S,0,0,0,0,28533,2.01703E+13,0,4773,NO
19345,nan,Kaitlin,L,Prasad,nan,Marienplatz313,nan,Braunschweig,NordrheinWestfalen,Germany,38001,1.11501E+12,1.98508E+13,PartialCollege,SkilledManual,F,M,1,1,1,1,58662,2.01703E+13,1,4914,YES
15303,nan,Haley,nan,Patterson,nan,1192ParkwayDrive,nan,MillValley,California,UnitedStates,94941,7225550145,1.9641E+13,Bachelors,Management,F,S,1,2,1,1,111789,2.01703E+13,1,5594,YES
19695,nan,Angel,D,Gonzalez,nan,4930VirginiaHillsDrive,nan,OregonCity,Oregon,UnitedStates,97045,5325550122,1.98212E+13,PartialCollege,Clerical,M,M,1,1,1,1,81315,2.01703E+13,1,5545,YES
29244,nan,Eric,nan,Ross,nan,1519BirchBarkRoad,nan,ChulaVista,California,UnitedStates,91910,8375550153,1.98208E+13,Bachelors,Management,M,S,1,1,0,0,108101,2.01703E+13,1,5363,YES
24994,nan,Lauren,nan,Sanders,nan,5242MarvelleLn,nan,SanCarlos,California,UnitedStates,94070,1225550115,1.97306E+13,HighSchool,Clerical,F,M,1,1,1,2,84957,2.01703E+13,1,5289,YES
27310,nan,Isabella,P,Hill,nan,KlaraStraue8422,nan,Ingolstadt,Bayern,Germany,85049,1.11501E+12,1.9741E+13,PartialCollege,Clerical,F,M,1,1,1,1,77994,2.01703E+13,1,5332,YES
23987,nan,Dawn,nan,Sharma,nan,2015SunsetCircle,nan,Cheltenham,England,UnitedKingdom,GL50,1.11501E+12,1.9611E+13,Bachelors,SkilledManual,F,M,1,2,0,2,56885,2.01703E+13,0,4781,NO
22561,nan,Katie,nan,Nara,nan,94avenueduPort,nan,Croix,Nord,France,59170,1.11501E+12,1.97702E+13,PartialCollege,Clerical,F,S,1,2,0,0,76981,2.01703E+13,1,4979,YES
20084,nan,Alex,M,Stewart,nan,7539SantaFeCourt,nan,Victoria,BritishColumbia,Canada,V8V,4485550151,1.97302E+13,HighSchool,SkilledManual,M,M,1,1,1,2,62177,2.01703E+13,1,5433,YES
16699,nan,Dominic,J,Kapoor,nan,289DBelAirDrive,nan,Geelong,Victoria,Australia,3220,1.11501E+12,1.97908E+13,Bachelors,Professional,M,M,1,1,0,2,132403,2.01703E+13,0,5755,NO
27322,nan,Derrick,nan,Bradley,nan,24ruePhilibertDelorme,nan,Paris,SeineParis,France,75019,1.11501E+12,1.9731E+13,PartialCollege,Clerical,M,S,1,3,0,0,86646,2.01703E+13,1,5075,YES
13729,nan,Jason,nan,Li,nan,7527BrookWay,nan,SedroWoolley,Washington,UnitedStates,98284,9525550172,1.9751E+13,PartialCollege,SkilledManual,M,M,1,1,0,2,53184,2.01703E+13,1,4827,YES
19677,nan,Dylan,nan,Shan,nan,1192ASt,nan,GoldCoast,Queensland,Australia,4217,1.11501E+12,1.96611E+13,HighSchool,SkilledManual,M,M,1,2,1,2,55589,2.01703E+13,1,5176,YES
21089,nan,Yiroyuki,nan,Sato,nan,155avenueFoch,nan,Srvres,HautsdeSeine,France,92310,1.11501E+12,1.98506E+13,PartialCollege,Clerical,F,S,0,2,0,0,78595,2.01703E+13,1,5418,YES
15220,nan,Micah,J,Liu,nan,6247AspenDrive,nan,Darlinghurst,NewSouthWales,Australia,2010,1.11501E+12,1.98409E+13,Bachelors,Professional,M,S,1,3,0,0,133149,2.01703E+13,0,6298,NO
22279,nan,Riley,nan,Kelly,nan,5832DellwoodCourt,nan,Burlingame,California,UnitedStates,94010,3465550177,1.98511E+13,Bachelors,Management,F,M,1,3,0,2,105006,2.01703E+13,0,513,NO
26702,nan,Cynthia,nan,Arun,nan,9027AlanDr,nan,Bellingham,Washington,UnitedStates,98225,5555550151,1.98204E+13,PartialCollege,Clerical,F,M,1,1,1,1,84028,2.01703E+13,1,5397,YES
19549,nan,Kevin,nan,Sharma,nan,6969HobbyCourt,nan,Marysville,Washington,UnitedStates,98270,4805550162,1.97808E+13,Bachelors,Clerical,M,M,1,2,0,2,86795,2.01703E+13,0,5982,NO
13129,nan,Joy,nan,Ramos,nan,9564WigetLane,nan,Sunbury,Victoria,Australia,3429,1.11501E+12,1.98406E+13,Bachelors,SkilledManual,F,S,0,0,0,0,51979,2.01703E+13,1,5127,YES
11729,nan,Caleb,nan,Campbell,nan,1895SanCarlosAve,nan,Kirkland,Washington,UnitedStates,98033,4595550187,1.98005E+13,PartialCollege,Clerical,M,M,1,1,0,1,83742,2.01703E+13,0,5869,NO
26858,nan,Samuel,L,Lopez,nan,7074NSpoonwoodCourt,nan,Warrington,England,UnitedKingdom,WA1,1.11501E+12,1.98505E+13,Bachelors,Clerical,M,M,1,1,0,1,81105,2.01703E+13,0,5655,NO
24591,nan,Derek,nan,Pal,nan,2370PelicanLoop,nan,Townsville,Queensland,Australia,4810,1.11501E+12,1.99405E+13,Bachelors,Clerical,M,S,0,3,0,0,80068,2.01703E+13,0,5158,NO
17652,nan,Javier,nan,Vazquez,nan,BerlinerPlatz123,nan,Frankfurt,Hessen,Germany,60323,1.11501E+12,1.99009E+13,GraduateDegree,Professional,M,M,1,1,0,1,128731,2.01703E+13,1,5223,YES
23465,nan,Grace,A,Russell,nan,5420ThornwoodDrive,nan,Beaverton,Oregon,UnitedStates,97005,1835550148,1.98402E+13,PartialCollege,SkilledManual,F,S,0,0,0,0,61542,2.01703E+13,0,5189,NO
29440,nan,Rafael,A,Cai,nan,Hellweg4754,nan,Monchen,NordrheinWestfalen,Germany,80074,1.11501E+12,1.9811E+13,GraduateDegree,Professional,M,S,1,1,0,0,134372,2.01703E+13,1,5699,YES
14777,nan,Kayla,A,Jenkins,nan,5201DumbartonStreet,nan,Runcorn,England,UnitedKingdom,TY31,1.11501E+12,1.98804E+13,Bachelors,Clerical,F,M,1,1,1,1,76316,2.01703E+13,0,5188,NO
24962,nan,Jonathan,nan,Jai,nan,413WestRoad,nan,Lynnwood,Washington,UnitedStates,98036,1945550143,1.9671E+13,HighSchool,Clerical,M,M,1,1,1,2,87810,2.01703E+13,1,505,YES
16418,nan,Katrina,W,Rai,nan,25ruedesBerges,nan,Paris,SeineParis,France,75016,1.11501E+12,1.98308E+13,PartialHighSchool,Manual,F,S,0,1,0,0,36526,2.01703E+13,0,5118,NO
26583,nan,James,P,Patterson,nan,9640AlderwoodLane,nan,SantaMonica,California,UnitedStates,90401,5965550114,1.99608E+13,PartialCollege,Clerical,M,S,0,3,0,0,81421,2.01703E+13,1,5401,YES
16257,nan,Michele,E,Chandra,nan,2avenuedesLaurentides,nan,Courbevoie,HautsdeSeine,France,92400,1.11501E+12,1.9871E+13,HighSchool,Clerical,F,M,1,1,1,1,87090,2.01703E+13,1,5196,YES
27442,nan,Janelle,C,Raman,nan,3591East18thStreet,nan,Colma,California,UnitedStates,94014,7195550119,1.9731E+13,HighSchool,SkilledManual,F,M,1,0,1,2,54557,2.01703E+13,1,5113,YES
16838,nan,Jonathan,R,Griffin,nan,3230MarketPlace,nan,ChulaVista,California,UnitedStates,91910,1215550113,1.98501E+13,Bachelors,Manual,M,S,0,1,0,0,33422,2.01703E+13,1,5283,YES
17208,nan,Jacob,nan,Miller,nan,WertheimerStraue899,nan,Ingolstadt,Bayern,Germany,85049,1.11501E+12,1.97303E+13,PartialCollege,Clerical,M,M,1,2,0,2,87617,2.01703E+13,1,4973,YES
26982,nan,Jose,R,Muoz,nan,878ruedeBerri,nan,Villeneuved'Ascq,Nord,France,59491,1.11501E+12,1.99204E+13,PartialHighSchool,SkilledManual,M,S,0,1,0,0,55086,2.01703E+13,1,5255,YES
13074,nan,Grace,A,Hughes,nan,6835LynwoodDrive,nan,SpringValley,California,UnitedStates,91977,8675550182,1.99609E+13,PartialCollege,Management,F,M,1,3,0,0,112036,2.01703E+13,1,5175,YES
19926,nan,Alexandria,nan,Diaz,nan,873SouthRanchfordCt,nan,Cheltenham,England,UnitedKingdom,GL50,1.11501E+12,1.97405E+13,PartialCollege,SkilledManual,F,M,1,1,1,2,57316,2.01703E+13,1,4967,YES
19427,nan,Troy,M,Lopez,nan,5711rueBasseduRocher,nan,Paris,SeineParis,France,75008,1.11501E+12,1.99003E+13,Bachelors,Management,M,S,0,0,0,0,109415,2.01703E+13,0,5454,NO
15344,nan,Luke,E,Russell,nan,5096FlamingoDr,nan,PaloAlto,California,UnitedStates,94303,6225550116,1.97103E+13,PartialCollege,Clerical,M,M,1,1,1,2,82034,2.01703E+13,1,6154,YES
14125,nan,Shane,Y,Gonzalez,nan,9293MtWashingtonWay,nan,Findon,SouthAustralia,Australia,5023,1.11501E+12,1.99805E+13,PartialCollege,SkilledManual,M,S,0,1,0,0,53814,2.01703E+13,1,4811,YES
18577,nan,Isabelle,C,Winston,nan,3876BerryCourt,nan,SanCarlos,California,UnitedStates,94070,1595550119,1.98606E+13,GraduateDegree,Clerical,F,M,1,2,1,2,78501,2.01703E+13,1,5249,YES
18057,nan,Logan,A,Washington,nan,5637TeakCourt,nan,Lakewood,California,UnitedStates,90712,9445550179,1.98704E+13,GraduateDegree,Professional,M,M,1,1,0,1,134755,2.01703E+13,0,5281,NO
17927,nan,Douglas,nan,Patel,nan,3788CanyonCreekDrive,nan,Wollongong,NewSouthWales,Australia,2500,1.11501E+12,1.99711E+13,PartialCollege,SkilledManual,M,S,0,0,0,0,55419,2.01703E+13,1,4875,YES
